CLIENTNUM,idstatus,Customer_Age,Gender,Dependent_count,Educationid,Maritalid,Income_Category,card_categoryid,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio
714077583,2,43,M,3,6,1,$40K - $60K,4,31,2,3,4,23981,593,23388,4758,65,0.025
720939933,2,46,F,4,4,2,Less than $40K,1,33,5,3,5,2879,0,2879,4684,56,0
716725008,1,49,M,4,1,1,$80K - $120K,1,40,2,3,2,7667,2191,5476,7886,94,0.286
788824083,1,41,M,2,3,2,$120K +,1,24,2,2,1,34516,1022,33494,8202,88,0.03
716335983,1,37,M,2,1,2,$80K - $120K,1,36,1,2,3,6713,1590,5123,7946,85,0.237
719157933,1,51,M,2,3,1,$120K +,1,40,1,3,1,10984,1429,9555,7850,85,0.13
716704158,1,50,M,1,7,1,$120K +,1,39,2,3,2,34516,2517,31999,8087,86,0.073
716258358,1,57,M,2,3,2,$60K - $80K,1,36,1,1,3,23058,1534,21524,7009,82,0.067
827904183,1,40,M,4,3,1,$120K +,1,36,2,2,2,17606,1377,16229,8104,83,0.078
820394733,1,52,M,0,5,1,$120K +,2,47,2,1,1,34516,1464,33052,7690,87,0.042
716574033,1,45,F,3,1,0,$40K - $60K,3,36,2,2,2,18000,1829,16171,7149,86,0.102
736786908,1,48,F,2,5,1,Less than $40K,1,41,2,2,2,5550,2517,3033,6984,85,0.454
774099708,1,39,F,3,1,2,Less than $40K,1,33,2,1,2,1621,0,1621,7400,86,0
714282333,1,49,F,4,5,1,Less than $40K,1,36,1,1,2,3244,0,3244,7495,97,0
717471933,1,45,M,2,4,1,$40K - $60K,1,27,2,2,3,5800,1434,4366,8202,89,0.247
818316108,1,43,F,1,2,1,Less than $40K,1,38,2,2,1,2550,1421,1129,8063,72,0.557
709838508,1,45,M,3,2,0,$60K - $80K,3,31,2,1,3,34516,1509,33007,7167,91,0.044
716212383,2,38,M,1,1,2,$120K +,1,30,5,3,3,10874,2415,8459,4619,59,0.222
757667133,2,54,M,2,5,2,$80K - $120K,1,47,2,2,2,13769,0,13769,4738,53,0
794571108,2,39,M,2,2,0,$40K - $60K,3,23,5,2,3,17894,304,17590,4691,63,0.017
711370458,1,49,F,5,2,1,Less than $40K,2,38,1,2,2,15016,2016,13000,7685,84,0.134
788528958,1,45,M,4,2,2,$120K +,1,38,1,1,3,9036,0,9036,8356,79,0
716745408,1,54,M,1,1,2,$80K - $120K,1,36,1,2,3,12813,1998,10815,7803,81,0.156
771752508,1,40,F,3,7,1,Less than $40K,1,29,1,1,1,4660,1844,2816,8571,84,0.396
788916933,1,49,M,5,5,1,$60K - $80K,2,35,1,2,2,34516,1064,33452,8095,81,0.031
714938733,2,48,M,1,6,2,$80K - $120K,1,38,4,2,2,13174,0,13174,4890,49,0
761818758,1,43,M,1,2,2,Unknown,1,36,1,1,2,11210,1079,10131,7206,86,0.096
714422058,1,42,M,3,2,2,$120K +,1,36,1,2,3,31639,2446,29193,7119,86,0.077
712191783,1,49,M,4,1,1,$120K +,2,36,1,1,1,34516,1634,32882,7788,94,0.047
716319258,1,43,M,4,3,2,$120K +,1,36,1,1,3,34516,1742,32774,7360,82,0.05
719813058,1,44,F,5,4,1,Less than $40K,1,34,2,1,3,2490,1235,1255,8065,88,0.496
712351908,1,45,M,3,1,3,$80K - $120K,1,34,1,2,3,26438,1655,24783,8029,81,0.063
716742483,1,38,F,1,2,2,Less than $40K,1,29,2,3,3,7504,1134,6370,7525,100,0.151
708160008,1,44,M,1,3,1,$120K +,1,33,2,2,3,34516,1058,33458,7412,84,0.031
709269708,1,45,M,4,2,2,$120K +,4,34,2,2,1,34516,1488,33028,7281,95,0.043
779098308,1,51,F,2,5,1,Unknown,1,32,1,3,2,15048,2517,12531,7592,96,0.167
717257658,1,41,M,3,2,2,$80K - $120K,1,29,2,2,1,9357,1942,7415,7971,84,0.208
775112958,1,51,M,1,4,1,$60K - $80K,1,45,2,3,3,11548,0,11548,7781,72,0
788812608,1,56,F,2,3,2,Less than $40K,1,39,1,2,3,8767,1684,7083,8066,79,0.192
711002058,1,42,M,4,4,2,$40K - $60K,1,33,1,3,1,5306,2410,2896,7437,94,0.454
716199408,2,52,F,2,2,2,Unknown,1,41,2,3,3,3608,2517,1091,4907,53,0.698
718100808,1,49,F,1,3,1,Less than $40K,2,37,2,3,1,15987,2065,13922,7395,100,0.129
790051758,2,50,M,2,2,2,$120K +,1,42,2,1,2,31782,0,31782,4800,53,0
772430733,1,42,M,2,2,1,$120K +,1,32,1,1,1,34516,1440,33076,7168,88,0.042
713460258,1,45,F,0,7,1,$40K - $60K,3,36,1,1,3,19107,933,18174,8987,89,0.049
820036533,1,50,M,4,4,1,$80K - $120K,1,45,2,1,3,34516,1466,33050,7223,87,0.042
719785683,1,41,M,4,6,1,$80K - $120K,1,36,1,2,2,21751,1573,20178,8332,102,0.072
711830433,1,44,F,3,5,2,Less than $40K,1,32,1,2,1,7926,1051,6875,7677,87,0.133
807393558,2,51,M,4,4,2,$120K +,3,46,2,3,3,34516,1279,33237,4615,49,0.037
718306308,1,48,M,4,2,1,$80K - $120K,1,36,1,2,3,27984,1793,26191,8147,81,0.064
772725408,1,40,M,3,3,0,$60K - $80K,1,30,2,3,2,24499,2517,21982,7667,84,0.103
711183558,1,49,M,0,1,2,$80K - $120K,1,39,2,1,3,2221,1291,930,8618,98,0.581
720317658,1,43,M,2,2,2,$80K - $120K,1,35,2,2,2,5858,961,4897,7916,82,0.164
710596983,1,51,M,1,3,2,$80K - $120K,1,37,1,3,2,27318,2416,24902,7481,96,0.088
716986458,1,44,F,3,1,2,Unknown,1,36,1,3,2,9766,1575,8191,7605,101,0.161
717382608,1,59,M,1,2,2,$60K - $80K,3,36,2,2,2,26692,2517,24175,8780,86,0.094
825767658,1,49,M,2,2,2,$60K - $80K,2,45,2,3,1,34516,913,33603,7711,80,0.026
717513933,1,38,M,3,5,2,$120K +,1,26,2,2,1,14938,0,14938,7385,90,0
789186858,1,52,M,2,2,1,$80K - $120K,1,41,2,5,1,33256,928,32328,7796,97,0.028
717658758,1,49,M,4,2,2,$120K +,3,36,2,2,2,34516,0,34516,7962,99,0
715575258,1,47,M,2,2,2,$40K - $60K,1,35,1,6,3,5791,1957,3834,7823,93,0.338
714975633,1,51,F,2,1,2,Unknown,1,36,2,1,2,2319,1347,972,7558,85,0.581
715396983,1,46,M,1,3,1,$80K - $120K,1,36,2,3,2,17698,1769,15929,8056,95,0.1
712624383,1,52,M,4,5,2,$80K - $120K,3,41,1,1,2,34516,1701,32815,7707,99,0.049
721335558,1,57,F,2,2,2,Less than $40K,1,36,1,2,3,6482,1686,4796,7544,101,0.26
711167808,2,40,M,4,4,2,$60K - $80K,1,30,4,3,6,18975,0,18975,4803,65,0
713761608,1,44,M,3,2,0,$60K - $80K,3,34,2,3,3,34516,1652,32864,8450,90,0.048
713367858,1,47,M,3,4,2,$40K - $60K,1,36,2,2,2,2479,1748,731,8042,85,0.705
710489583,1,41,F,3,2,3,Less than $40K,1,36,1,1,1,4941,1040,3901,7631,91,0.21
720422358,1,42,M,1,6,2,$60K - $80K,2,36,1,1,2,34516,2276,32240,7485,90,0.066
772098858,1,44,F,4,3,1,Unknown,1,33,1,2,1,8230,1333,6897,7736,84,0.162
789304983,1,44,M,0,4,1,$40K - $60K,3,34,2,1,2,22226,1864,20362,8753,97,0.084
779257233,1,47,M,2,3,2,$120K +,1,29,2,3,2,28852,1974,26878,7432,90,0.068
717579258,2,36,M,1,4,3,$40K - $60K,1,36,2,3,3,6893,1462,5431,4782,50,0.212
709418508,1,45,M,2,2,1,$60K - $80K,1,35,1,2,3,7653,1693,5960,7508,93,0.221
778439883,1,50,M,1,1,3,$80K - $120K,1,31,1,2,2,26840,769,26071,7969,93,0.029
716063583,1,41,M,3,1,0,$60K - $80K,1,32,1,2,1,4549,2109,2440,8642,85,0.464
716609433,2,55,M,2,1,0,$120K +,1,46,5,3,2,16828,2517,14311,4939,63,0.15
721053633,1,45,M,2,5,2,$40K - $60K,1,31,2,2,1,6530,1425,5105,8904,101,0.218
711559008,1,40,F,4,6,2,$40K - $60K,1,28,2,1,2,11642,1501,10141,9137,92,0.129
718698558,1,43,M,3,5,2,$80K - $120K,1,34,2,2,2,5390,1324,4066,7739,106,0.246
770190258,1,49,F,3,2,1,Less than $40K,1,43,2,1,1,7037,0,7037,7678,93,0
709008708,1,47,M,3,5,1,Less than $40K,1,34,2,1,2,8390,0,8390,8316,92,0
823922208,1,49,M,3,4,2,$60K - $80K,1,45,1,1,1,2122,1101,1021,7404,103,0.519
718457058,1,43,M,4,1,1,$40K - $60K,1,35,1,1,1,3442,2517,925,7801,74,0.731
708472008,1,44,F,3,3,1,Less than $40K,1,36,2,3,3,6680,1839,4841,7632,95,0.275
710395233,1,42,F,2,2,2,Unknown,3,36,2,2,3,34516,1066,33450,8657,98,0.031
716732958,1,44,F,2,1,1,$40K - $60K,1,32,2,2,3,7244,2031,5213,7925,90,0.28
780108408,1,52,M,2,2,1,$80K - $120K,1,37,1,3,1,34516,1369,33147,7745,82,0.04
720962208,2,42,M,2,6,1,$60K - $80K,1,27,2,2,2,2476,2250,226,4659,48,0.909
714019083,1,40,F,1,2,1,Less than $40K,1,30,1,1,3,2019,803,1216,8426,102,0.398
721225083,1,54,F,2,4,0,Less than $40K,1,36,1,2,1,8758,1511,7247,7680,89,0.173
819109308,1,62,M,0,2,0,$60K - $80K,1,56,1,3,3,6103,2517,3586,8080,92,0.412
721029858,1,52,F,3,2,2,Less than $40K,1,36,2,1,2,2166,1458,708,8215,109,0.673
716762733,1,50,F,2,7,2,Less than $40K,1,40,2,1,1,3449,1634,1815,8300,94,0.474
710260983,1,51,F,4,2,0,Less than $40K,1,36,2,3,2,2984,2512,472,8296,91,0.842
793608258,2,54,F,3,2,2,Less than $40K,3,48,1,5,2,13432,0,13432,4909,50,0
719677758,1,39,F,1,4,1,$40K - $60K,1,36,2,1,3,10830,2184,8646,8814,88,0.202
771411408,2,50,M,1,6,3,$80K - $120K,1,38,2,3,4,2673,0,2673,4929,54,0
794191008,1,46,M,2,5,1,$120K +,1,40,1,2,2,34516,1649,32867,7552,87,0.048
708905733,1,45,M,5,3,2,$60K - $80K,1,32,1,2,1,20633,1989,18644,7570,91,0.096
788327358,1,61,M,1,2,2,Unknown,1,54,1,1,3,9070,2097,6973,8440,102,0.231
751974258,1,51,M,3,4,3,$120K +,1,44,2,2,3,11954,0,11954,7345,93,0
805516608,1,50,M,1,2,1,$80K - $120K,3,45,2,1,3,34516,925,33591,7755,84,0.027
720006333,2,48,M,2,5,0,$80K - $120K,1,40,4,3,3,4479,0,4479,4520,63,0
780114558,1,50,M,1,1,1,Less than $40K,1,35,2,1,3,3968,2264,1704,12535,118,0.571
713090658,1,58,F,2,3,2,Unknown,1,44,1,2,2,2599,1407,1192,8061,98,0.541
718889508,1,46,M,2,5,0,$60K - $80K,1,37,1,3,1,10074,1223,8851,8256,99,0.121
824799108,1,46,F,3,1,1,$40K - $60K,1,42,2,2,1,10901,1874,9027,7498,90,0.172
788618208,1,42,F,5,4,2,Less than $40K,1,30,2,3,3,8325,0,8325,8198,90,0
713133258,1,38,M,3,4,2,$80K - $120K,3,36,2,2,3,34516,2008,32508,8872,86,0.058
717370533,1,40,M,3,6,2,$120K +,1,26,1,2,1,34516,2088,32428,6453,89,0.06
720425508,1,43,M,5,2,2,$80K - $120K,1,36,1,1,3,7196,696,6500,8689,93,0.097
712948383,1,48,M,4,2,1,$60K - $80K,2,36,1,6,1,34516,0,34516,7396,100,0
712839633,1,38,M,2,3,2,$80K - $120K,1,22,2,1,3,34516,1595,32921,8871,97,0.046
820330008,1,46,M,5,1,1,$120K +,1,42,1,1,3,32926,1540,31386,8231,98,0.047
826150608,1,44,M,4,3,3,$40K - $60K,3,40,1,1,2,18072,1378,16694,8199,98,0.076
779187783,1,50,M,2,4,2,$80K - $120K,1,38,2,3,1,24533,1813,22720,8436,77,0.074
720809358,1,39,M,1,5,3,$40K - $60K,1,32,1,1,3,4874,2317,2557,7776,98,0.475
714054408,1,50,M,3,5,3,$60K - $80K,1,42,1,2,3,12889,1822,11067,8272,79,0.141
789827208,1,41,F,5,2,1,Less than $40K,1,31,2,3,1,7531,1692,5839,7768,92,0.225
718308558,1,49,F,4,2,0,Less than $40K,1,37,2,6,1,1838,1155,683,7688,93,0.628
801064833,1,42,M,3,2,1,$80K - $120K,1,36,1,1,2,30117,2129,27988,7930,91,0.071
719838558,1,46,M,2,3,2,$60K - $80K,1,35,1,1,1,5131,1484,3647,7432,92,0.289
714510483,1,44,M,3,2,2,$80K - $120K,2,36,2,3,3,34516,2517,31999,7640,87,0.073
718246458,1,53,M,3,2,2,$80K - $120K,1,45,2,1,2,24262,1984,22278,8241,105,0.082
710822808,1,51,M,0,5,2,$80K - $120K,1,33,1,3,1,34516,1228,33288,7854,89,0.036
791730183,2,38,F,2,5,3,Less than $40K,1,32,2,2,6,7385,1817,5568,5070,50,0.246
709722858,1,50,M,1,2,1,$60K - $80K,1,37,2,2,2,20708,1357,19351,8503,88,0.066
712582983,2,47,F,3,2,1,Less than $40K,3,36,4,3,1,14057,1381,12676,4729,54,0.098
714999483,1,38,M,4,3,3,$80K - $120K,3,36,2,1,2,34516,1132,33384,9389,106,0.033
711388458,1,45,M,3,1,1,$60K - $80K,1,36,2,5,1,17072,1519,15553,8591,99,0.089
796174983,1,52,M,2,1,2,$80K - $120K,1,46,2,3,3,25737,1168,24569,7722,94,0.045
712918083,1,44,F,1,4,2,Less than $40K,1,33,1,3,1,2211,768,1443,7527,88,0.347
715459158,1,35,F,4,1,3,Unknown,1,26,2,1,2,16950,0,16950,7821,97,0
712687083,1,44,M,3,2,1,$60K - $80K,1,24,1,1,3,15043,0,15043,7234,83,0
713003358,2,40,M,3,2,2,$80K - $120K,1,30,2,2,2,29338,159,29179,4983,40,0.005
812443458,1,57,M,4,2,2,$120K +,1,52,2,3,2,25808,0,25808,7794,94,0
712984983,1,43,F,2,4,1,Less than $40K,1,30,1,3,2,2248,1853,395,7739,101,0.824
708826158,1,45,F,4,3,0,$40K - $60K,1,27,2,2,1,3670,1684,1986,8608,100,0.459
788725608,1,44,F,3,2,2,Less than $40K,1,17,1,2,3,8861,1149,7712,8387,102,0.13
717559533,1,47,M,3,2,1,$120K +,3,42,1,3,1,34516,1161,33355,8212,100,0.034
720443358,1,50,M,2,4,1,$60K - $80K,1,36,1,3,1,8014,1250,6764,6950,84,0.156
806694333,1,44,F,4,4,1,Less than $40K,1,39,1,1,1,2771,1779,992,8268,73,0.642
709770408,1,51,M,2,2,1,$120K +,3,36,1,1,2,34516,1702,32814,8652,98,0.049
718259433,2,45,F,3,1,1,Unknown,1,40,1,4,2,8383,0,8383,5460,63,0
770705208,1,44,F,2,4,2,Less than $40K,2,30,1,3,3,15365,630,14735,7890,91,0.041
720655833,2,48,F,4,1,1,Less than $40K,1,30,2,3,2,2913,0,2913,4955,56,0
797898858,1,40,F,2,3,2,Less than $40K,1,34,1,2,1,4748,2085,2663,7288,88,0.439
779548008,1,50,M,2,2,2,$80K - $120K,3,35,1,2,3,34516,0,34516,7745,83,0
718388733,1,38,F,1,5,3,Less than $40K,1,32,2,3,3,2609,1259,1350,8677,96,0.483
711742758,2,43,F,5,5,2,$40K - $60K,1,32,2,3,1,11508,0,11508,5242,74,0
757863258,1,45,F,4,2,3,Less than $40K,1,38,2,2,1,2396,887,1509,7480,84,0.37
711947358,1,49,M,4,3,1,$120K +,1,38,2,3,1,18991,1208,17783,7716,83,0.064
712157958,2,44,M,3,1,1,$80K - $120K,1,36,1,3,2,10908,0,10908,4883,42,0
814760358,1,53,M,3,2,3,$40K - $60K,1,48,2,2,2,14627,1997,12630,7766,82,0.137
710192283,1,46,M,4,6,1,$40K - $60K,1,36,1,2,2,2219,1180,1039,8686,91,0.532
718977483,1,56,M,4,2,2,$80K - $120K,1,46,2,3,1,25736,1388,24348,7209,91,0.054
712129158,1,63,M,0,3,2,$60K - $80K,1,36,2,3,1,7997,1096,6901,7747,104,0.137
714880533,1,40,M,5,2,2,$40K - $60K,1,36,2,2,3,2849,1741,1108,8669,99,0.611
808287408,1,45,M,5,2,1,$80K - $120K,1,40,1,2,0,29227,1151,28076,8420,100,0.039
709619433,1,52,M,2,7,1,$120K +,1,44,1,2,2,34516,1382,33134,8604,108,0.04
708881583,1,50,M,2,3,1,$40K - $60K,1,43,1,3,1,12458,1332,11126,8752,95,0.107
711332883,2,62,M,1,1,2,$60K - $80K,1,46,2,3,3,7547,2477,5070,5294,73,0.328
717696333,2,44,M,4,4,1,$120K +,1,36,4,3,3,34516,0,34516,5425,60,0
820587258,1,45,F,4,2,1,Less than $40K,3,40,2,5,2,10677,0,10677,8637,94,0
768733533,1,53,M,5,3,3,$80K - $120K,1,47,2,3,2,2340,1612,728,8851,88,0.689
779779083,1,38,F,3,1,2,$40K - $60K,2,26,2,2,1,23981,0,23981,7872,103,0
720735408,1,44,F,4,7,1,$40K - $60K,1,30,1,3,1,6329,1643,4686,8514,109,0.26
819160158,1,42,M,3,3,1,$40K - $60K,1,37,2,3,3,4960,1724,3236,8218,88,0.348
804601833,1,44,M,2,1,3,$60K - $80K,3,39,1,2,3,34516,1601,32915,7491,86,0.046
714823308,1,55,F,3,5,2,Less than $40K,2,35,2,3,3,15987,1973,14014,7345,98,0.123
711577458,1,52,F,1,3,2,Less than $40K,1,36,2,2,1,3244,1855,1389,8087,95,0.572
787539333,1,48,M,4,2,1,$60K - $80K,1,37,1,2,3,7298,2517,4781,7973,88,0.345
716806383,1,48,M,4,2,1,$80K - $120K,1,40,1,1,3,28307,1506,26801,9042,122,0.053
812230308,1,47,M,2,2,1,$40K - $60K,1,42,2,3,3,2430,1657,773,8444,100,0.682
778420383,1,49,M,1,2,1,$120K +,1,29,2,3,2,7650,2045,5605,8609,109,0.267
774012933,1,47,F,3,5,0,$40K - $60K,1,41,1,2,1,6443,2073,4370,9277,92,0.322
718756533,1,47,M,2,3,1,$80K - $120K,1,41,1,2,1,13356,1497,11859,8963,105,0.112
812224983,1,56,M,2,2,2,$120K +,1,51,1,1,2,4675,1340,3335,8037,100,0.287
714284358,1,61,M,1,3,2,$40K - $60K,1,52,2,1,1,2177,1329,848,7037,82,0.61
709530408,1,45,M,4,7,2,$120K +,2,36,1,3,1,34516,1411,33105,8007,96,0.041
750690258,1,49,F,2,2,1,Less than $40K,1,39,2,3,3,2821,1995,826,8220,103,0.707
716283108,1,44,F,4,3,1,Less than $40K,1,36,2,2,3,6769,1133,5636,7986,88,0.167
718353633,2,50,M,1,6,3,$80K - $120K,2,36,2,3,2,34516,0,34516,5547,75,0
718528833,1,51,M,1,1,1,$120K +,1,43,2,3,2,30172,1825,28347,8879,101,0.06
718006608,1,44,F,5,3,2,Less than $40K,1,36,1,3,1,7742,1163,6579,9081,100,0.15
710569233,1,46,M,3,4,2,$80K - $120K,1,35,2,1,1,11814,1440,10374,9185,100,0.122
718694658,1,41,M,4,4,1,$80K - $120K,1,32,2,1,3,28687,1607,27080,7523,90,0.056
779293308,1,51,M,4,2,1,$60K - $80K,3,33,1,3,3,25653,2059,23594,8305,103,0.08
718276758,1,52,F,1,2,2,$40K - $60K,1,40,2,1,2,4705,890,3815,8226,97,0.189
712654233,1,39,M,3,1,1,$80K - $120K,1,27,1,3,1,19150,1093,18057,8327,85,0.057
719296383,1,38,M,2,1,2,$60K - $80K,2,18,1,2,3,34516,1494,33022,7885,85,0.043
808279158,1,51,M,3,2,1,$80K - $120K,1,46,1,3,1,11765,1429,10336,8914,99,0.121
780497958,1,41,M,3,1,0,$80K - $120K,1,28,1,3,3,16627,2118,14509,7996,99,0.127
715519983,1,43,M,2,6,1,$60K - $80K,1,34,1,1,3,13553,1448,12105,8751,94,0.107
708568983,1,40,M,3,1,1,$60K - $80K,1,28,2,3,1,11476,2365,9111,8110,113,0.206
823648983,1,58,M,1,3,2,$80K - $120K,1,54,1,3,1,5182,1459,3723,7960,112,0.282
789412458,2,44,M,2,6,1,$60K - $80K,1,34,6,3,4,23026,2517,20509,4909,52,0.109
716837508,1,48,M,4,2,1,$60K - $80K,1,37,2,2,1,18477,0,18477,8695,95,0
711249858,2,49,M,4,4,1,$80K - $120K,1,38,2,3,2,29890,0,29890,3315,47,0
712009083,1,48,M,3,4,3,$60K - $80K,1,36,2,1,2,8290,1030,7260,8980,93,0.124
720522633,1,44,M,3,5,1,$40K - $60K,3,36,2,1,2,16199,1533,14666,8150,106,0.095
713071383,1,54,F,1,4,2,Unknown,1,36,1,3,3,3723,1728,1995,8554,99,0.464
712938258,1,45,M,2,2,2,Less than $40K,3,32,2,1,3,12695,1613,11082,8328,94,0.127
719071158,2,54,F,0,2,2,Unknown,4,38,2,2,2,34516,0,34516,3901,54,0
709046958,1,46,M,2,4,1,$60K - $80K,3,39,2,1,1,30379,2175,28204,9059,100,0.072
708748833,1,37,F,3,2,2,$40K - $60K,1,25,2,2,3,9875,1239,8636,8920,105,0.125
711364233,1,41,M,4,4,1,$60K - $80K,4,26,1,1,2,34516,1559,32957,8888,104,0.045
712645908,1,43,M,2,1,1,$60K - $80K,1,37,1,3,3,2600,2047,553,8804,111,0.787
708428958,1,39,M,2,4,2,$80K - $120K,2,33,1,3,2,34516,0,34516,9179,113,0
719714658,2,61,M,0,6,2,$60K - $80K,1,43,5,3,2,12218,0,12218,5272,62,0
720874983,1,51,M,3,3,1,$80K - $120K,3,37,1,2,1,34516,0,34516,8736,97,0
719180958,1,48,F,2,3,0,$40K - $60K,3,39,2,2,2,21754,0,21754,9105,104,0
710360583,1,46,M,2,3,2,$60K - $80K,1,35,1,1,0,8396,604,7792,8329,101,0.072
823848183,1,39,F,1,4,2,Less than $40K,4,35,1,2,3,15987,1494,14493,8438,92,0.093
783121008,1,55,F,0,2,2,Less than $40K,3,49,1,2,3,12094,1870,10224,8285,106,0.155
789529158,1,44,M,4,1,2,$60K - $80K,1,36,1,1,3,2946,743,2203,8553,88,0.252
708500883,1,48,M,2,3,2,$40K - $60K,3,40,2,3,2,17812,0,17812,8379,106,0
811965558,1,46,F,4,5,2,$40K - $60K,1,41,2,3,3,13743,0,13743,9406,106,0
714383583,1,39,F,2,4,2,$40K - $60K,2,36,5,3,3,23981,1696,22285,8646,97,0.071
809425533,1,45,F,2,3,0,$40K - $60K,3,40,5,2,2,15785,1174,14611,8097,105,0.074
716858433,2,43,F,4,2,2,Less than $40K,1,32,4,3,1,3015,0,3015,5372,75,0
812534958,1,40,F,3,1,1,$40K - $60K,3,34,2,2,2,19000,1568,17432,8443,97,0.083
714052158,2,49,M,2,1,1,$120K +,1,39,2,3,2,11714,949,10765,5366,68,0.081
780200208,1,39,F,2,4,2,$40K - $60K,1,29,2,2,2,11135,1563,9572,8777,112,0.14
711458583,1,47,M,2,5,1,$60K - $80K,3,35,2,1,1,34516,1349,33167,8582,106,0.039
826451433,1,42,M,4,2,2,$80K - $120K,3,38,2,1,3,34516,2273,32243,8502,103,0.066
719740983,1,44,F,1,4,0,Less than $40K,3,34,1,1,3,13259,866,12393,8998,102,0.065
709019283,1,47,M,1,5,1,$80K - $120K,1,39,2,3,1,5660,2210,3450,7867,100,0.39
710213508,1,63,M,1,1,2,$60K - $80K,1,54,2,3,3,23355,1061,22294,8634,95,0.045
710814633,1,49,M,2,3,1,$80K - $120K,1,31,1,5,3,20734,2517,18217,8888,103,0.121
775267158,1,43,F,3,2,1,$40K - $60K,1,37,2,1,3,2476,1396,1080,8785,111,0.564
712268808,1,55,M,4,2,2,$120K +,3,36,2,2,3,34516,2443,32073,8765,105,0.071
720178158,2,46,F,4,1,3,Less than $40K,1,37,5,3,3,7552,0,7552,5537,63,0
779805408,1,42,M,3,4,1,Less than $40K,3,31,1,1,1,14630,0,14630,8217,99,0
710958933,2,43,M,3,2,2,$40K - $60K,1,35,5,3,2,6080,787,5293,4866,56,0.129
720698883,2,51,M,1,1,2,$80K - $120K,1,38,2,3,3,28605,0,28605,5524,67,0
780384483,2,49,M,4,4,3,$80K - $120K,1,39,2,2,2,2886,925,1961,5481,58,0.321
714190983,2,51,F,2,2,2,Unknown,4,32,2,3,3,34516,531,33985,5418,65,0.015
713808633,1,31,F,0,3,0,Less than $40K,3,23,2,2,1,10850,1873,8977,13794,127,0.173
710295858,1,43,M,4,2,0,$80K - $120K,1,32,2,1,2,24244,1649,22595,8074,84,0.068
713209308,1,59,M,0,2,2,$60K - $80K,1,46,2,3,2,17218,1829,15389,7971,97,0.106
788709408,1,41,F,2,4,1,Unknown,1,21,2,3,1,14746,0,14746,14771,127,0
717757608,1,53,M,2,5,2,$120K +,2,36,2,1,1,34516,1051,33465,8938,114,0.03
715300683,1,39,M,1,3,2,$80K - $120K,1,36,1,1,3,34458,846,33612,8271,94,0.025
711436983,1,57,M,3,4,2,$120K +,3,49,1,2,1,34516,2517,31999,8596,102,0.073
789582483,1,60,M,1,1,0,$40K - $60K,1,53,2,3,3,9369,1813,7556,7699,101,0.194
790168083,1,51,M,0,1,3,$80K - $120K,1,44,2,2,3,22741,2176,20565,8438,100,0.096
742865883,2,46,F,3,4,2,$40K - $60K,1,39,4,3,3,9110,2517,6593,5290,69,0.276
770848308,1,45,M,2,2,1,$60K - $80K,4,31,2,2,1,34516,1308,33208,8773,105,0.038
713486583,1,41,M,3,2,1,$60K - $80K,1,29,2,2,1,17277,2151,15126,8838,97,0.125
708697983,1,56,M,0,1,3,$120K +,1,49,2,2,2,34516,2156,32360,8766,78,0.062
823539558,1,39,F,3,3,2,Unknown,3,35,2,2,3,33565,1627,31938,8360,94,0.048
711339258,1,49,F,3,2,2,$40K - $60K,3,36,1,3,1,20176,2219,17957,8255,86,0.11
781171908,1,45,M,3,2,2,$40K - $60K,1,38,1,3,1,3751,1869,1882,9497,106,0.498
815582358,1,47,F,5,4,3,Less than $40K,1,42,2,1,2,2519,1584,935,8852,95,0.629
755212608,2,50,M,2,4,1,$40K - $60K,1,43,4,3,3,13067,0,13067,5468,71,0
716486508,2,45,F,3,1,1,$40K - $60K,1,37,6,2,2,3399,0,3399,5529,78,0
771674958,1,45,M,2,1,1,$40K - $60K,1,33,1,3,3,11529,1823,9706,8135,97,0.158
787909158,1,40,F,3,2,0,Less than $40K,1,31,1,3,2,8694,1117,7577,9523,105,0.128
717140733,1,52,F,1,2,2,Less than $40K,1,36,1,3,3,6616,831,5785,9065,85,0.126
799468083,1,51,M,2,2,1,$40K - $60K,1,45,2,2,2,11467,1146,10321,14373,97,0.1
718993533,1,44,M,2,2,3,$80K - $120K,1,37,2,3,0,15821,1334,14487,8927,103,0.084
713870958,1,56,F,3,3,2,Unknown,4,46,2,3,2,34516,0,34516,8416,93,0
709171308,1,30,M,1,1,1,$60K - $80K,1,16,1,3,3,15795,1742,14053,13173,96,0.11
798553158,2,62,F,1,2,2,Less than $40K,1,56,1,2,1,3109,0,3109,5470,72,0
720819858,1,47,F,4,6,2,Less than $40K,1,27,1,2,2,8837,2517,6320,8210,100,0.285
815078433,1,42,F,4,4,1,Less than $40K,1,37,2,1,3,6551,1718,4833,13363,99,0.262
710924658,1,52,F,2,1,2,$40K - $60K,1,36,1,2,2,2540,1093,1447,9339,99,0.43
709883883,1,46,F,4,3,0,Unknown,1,34,2,3,1,8110,1549,6561,8033,94,0.191
718650258,1,54,F,3,2,2,Unknown,1,47,2,3,1,6146,2210,3936,12956,97,0.36
711613308,2,58,M,2,4,2,$60K - $80K,1,48,2,1,2,2236,710,1526,2562,38,0.318
718558758,2,34,M,1,4,2,$80K - $120K,1,22,1,2,2,3711,1413,2298,3922,51,0.381
